GRAPHADDRELATIONPOLAR	RECIBE_PARAMETRO	GRAPH
GRAPHADDRELATIONPOLAR	RECIBE_PARAMETRO	OBJECT
GRAPHADDRELATIONPOLAR	RECIBE_PARAMETRO	POLARITY
GRAPHADDRELATIONPOLAR	RECIBE_PARAMETRO	POLICY
GRAPHADDRELATIONPOLAR	RECIBE_PARAMETRO	PREDICATE
GRAPHADDRELATIONPOLAR	RECIBE_PARAMETRO	SUBJECT
GRAPHADDRELATIONPOLAR	RETORNA	INT
GRAPHADDSYMBOL	RECIBE_PARAMETRO	GRAPH
GRAPHADDSYMBOL	RECIBE_PARAMETRO	NAME
GRAPHADDSYMBOL	RETORNA	SYMBOL_ID
GRAPHCHECKCONTRADICTION	RECIBE_PARAMETRO	GRAPH
GRAPHCHECKCONTRADICTION	RECIBE_PARAMETRO	OBJECT
GRAPHCHECKCONTRADICTION	RECIBE_PARAMETRO	PREDICATE
GRAPHCHECKCONTRADICTION	RECIBE_PARAMETRO	SUBJECT
GRAPHCHECKCONTRADICTION	RETORNA	CONTRADICTION_REPORT
GRAPHDESTROY	RECIBE_PARAMETRO	GRAPH
GRAPHDESTROY	RETORNA	VOID
GRAPHINFERTRANSITIVE	RECIBE_PARAMETRO	GRAPH
GRAPHINFERTRANSITIVE	RECIBE_PARAMETRO	OBJECT
GRAPHINFERTRANSITIVE	RECIBE_PARAMETRO	PREDICATE
GRAPHINFERTRANSITIVE	RECIBE_PARAMETRO	SUBJECT
GRAPHINFERTRANSITIVE	RETORNA	INT
GRAPHQUERYOBJECT	RECIBE_PARAMETRO	GRAPH
GRAPHQUERYOBJECT	RECIBE_PARAMETRO	MAX_RESULTS
GRAPHQUERYOBJECT	RECIBE_PARAMETRO	OBJECT
GRAPHQUERYOBJECT	RECIBE_PARAMETRO	RESULTS
GRAPHQUERYOBJECT	RETORNA	UINT32_T
GRAPHQUERYSUBJECT	RECIBE_PARAMETRO	GRAPH
GRAPHQUERYSUBJECT	RECIBE_PARAMETRO	MAX_RESULTS
GRAPHQUERYSUBJECT	RECIBE_PARAMETRO	RESULTS
GRAPHQUERYSUBJECT	RECIBE_PARAMETRO	SUBJECT
GRAPHQUERYSUBJECT	RETORNA	UINT32_T
GRAPHQUERYSUBJECTPREDICATE	RECIBE_PARAMETRO	GRAPH
GRAPHQUERYSUBJECTPREDICATE	RECIBE_PARAMETRO	MAX_RESULTS
GRAPHQUERYSUBJECTPREDICATE	RECIBE_PARAMETRO	PREDICATE
GRAPHQUERYSUBJECTPREDICATE	RECIBE_PARAMETRO	RESULTS
GRAPHQUERYSUBJECTPREDICATE	RECIBE_PARAMETRO	SUBJECT
GRAPHQUERYSUBJECTPREDICATE	RETORNA	UINT32_T
GRAPHQUERYSUBJECTPREDICATEFUZZY	RECIBE_PARAMETRO	GRAPH
GRAPHQUERYSUBJECTPREDICATEFUZZY	RECIBE_PARAMETRO	MAX_RESULTS
GRAPHQUERYSUBJECTPREDICATEFUZZY	RECIBE_PARAMETRO	MIN_SIMILARITY
GRAPHQUERYSUBJECTPREDICATEFUZZY	RECIBE_PARAMETRO	OUT_RESOLVED_SUBJECT
GRAPHQUERYSUBJECTPREDICATEFUZZY	RECIBE_PARAMETRO	PREDICATE
GRAPHQUERYSUBJECTPREDICATEFUZZY	RECIBE_PARAMETRO	RESULTS
GRAPHQUERYSUBJECTPREDICATEFUZZY	RECIBE_PARAMETRO	SUBJECT
GRAPHQUERYSUBJECTPREDICATEFUZZY	RETORNA	UINT32_T
